codProducto,articuloDesc,fechaVenta,cantidadVendida,precioVenta,valorVenta,idCliente,nombreCliente
A005,Panadería,8/3/2020,8,7.99,63.92, CL0006,Laura González 
A003,Agrícolas,13/03/2020,5,16.99,84.95, CL0004,María García 
A001,Enlatados,20/03/2020,4,12.99,51.96, CL0006,Laura González 
A004,Hogar,19/03/2020,5,8.99,44.95, CL0014,Sofia Gómez 
A006,Orgánicos,10/3/2020,8,9.99,79.92, CL0019,Miguel Ángel Reyes 
A002,Lácteos,28/03/2020,7,15.99,111.93, CL0009,Luis Díaz 
A005,Panadería,1/3/2020,4,7.99,31.96, CL0015,Antonio Vázquez 
A006,Orgánicos,25/03/2020,6,9.99,59.94, CL0018,Paula Martínez 
A004,Hogar,3/3/2020,7,8.99,62.93, CL0017,Diego Flores 
A002,Lácteos,11/3/2020,8,15.99,127.92, CL0004,María García 
A005,Panadería,18/03/2020,3,7.99,23.97, CL0006,Laura González 
A003,Agrícolas,23/03/2020,8,16.99,135.92, CL0004,María García 
A004,Hogar,2/3/2020,5,8.99,44.95, CL0001,José Martínez 
A003,Agrícolas,19/03/2020,8,16.99,135.92, CL0006,Laura González 
A006,Orgánicos,5/3/2020,7,9.99,69.93, CL0017,Diego Flores 
A004,Hogar,15/03/2020,4,8.99,35.96, CL0011,Daniel Ramírez 
A005,Panadería,4/3/2020,8,7.99,63.92, CL0007,Francisco Sánchez 
A003,Agrícolas,9/3/2020,6,16.99,101.94, CL0006,Laura González 
A001,Enlatados,17/03/2020,5,12.99,64.95, CL0010,Cristina Fernández 
A006,Orgánicos,9/3/2020,4,9.99,39.96, CL0016,Valeria Castro 
A002,Lácteos,8/3/2021,4,15.99,63.96, CL0003,Juan López 
A007,Embutidos,11/3/2021,3,10.99,32.97, CL0010,Cristina Fernández 
A001,Enlatados,16/03/2021,6,12.99,77.94, CL0002,Ana Rodríguez 
A005,Panadería,14/03/2021,5,7.99,39.95, CL0006,Laura González 
A004,Hogar,5/3/2021,4,8.99,35.96, CL0006,Laura González 
A002,Lácteos,15/03/2021,8,15.99,127.92, CL0010,Cristina Fernández 
A007,Embutidos,25/03/2021,3,10.99,32.97, CL0010,Cristina Fernández 
A003,Agrícolas,2/3/2021,4,16.99,67.96, CL0019,Miguel Ángel Reyes 
A006,Orgánicos,25/03/2021,8,9.99,79.92, CL0015,Antonio Vázquez 
A004,Hogar,3/3/2021,8,8.99,71.92, CL0002,Ana Rodríguez 
A007,Embutidos,4/3/2021,6,10.99,65.94, CL0017,Diego Flores 
A004,Hogar,20/03/2021,6,8.99,53.94, CL0012,Gabriela Torres 
A001,Enlatados,1/3/2021,4,12.99,51.96, CL0002,Ana Rodríguez 
A004,Hogar,11/3/2021,5,8.99,44.95, CL0006,Laura González 
A002,Lácteos,6/3/2021,7,15.99,111.93, CL0003,Juan López 
A007,Embutidos,14/03/2021,4,10.99,43.96, CL0006,Laura González 
A003,Agrícolas,3/3/2021,4,16.99,67.96, CL0020,Adriana Morales 
A005,Panadería,29/03/2021,8,7.99,63.92, CL0008,Patricia Hernández 
A001,Enlatados,27/03/2021,6,12.99,77.94, CL0016,Valeria Castro 
A006,Orgánicos,24/03/2021,6,9.99,59.94, CL0007,Francisco Sánchez 
A007,Embutidos,18/03/2021,5,10.99,54.95, CL0020,Adriana Morales 
A005,Panadería,3/3/2021,4,7.99,31.96, CL0004,María García 
A003,Agrícolas,8/3/2021,7,16.99,118.93, CL0004,María García 
A001,Enlatados,7/3/2021,7,12.99,90.93, CL0020,Adriana Morales 
A006,Orgánicos,27/03/2021,6,9.99,59.94, CL0008,Patricia Hernández 
A004,Hogar,18/03/2021,5,8.99,44.95, CL0004,María García 
A002,Lácteos,28/03/2021,6,15.99,95.94, CL0018,Paula Martínez 
A007,Embutidos,6/3/2021,4,10.99,43.96, CL0004,María García 
A001,Enlatados,25/03/2021,5,12.99,64.95, CL0010,Cristina Fernández 
A007,Embutidos,23/03/2021,4,10.99,43.96, CL0002,Ana Rodríguez 
A007,Embutidos,4/3/2021,6,10.99,65.94, CL0013,Alejandro Ruiz 
A005,Panadería,17/03/2021,5,7.99,39.95, CL0017,Diego Flores 
A003,Agrícolas,8/3/2021,6,16.99,101.94, CL0006,Laura González 
A002,Lácteos,20/03/2021,4,15.99,63.96, CL0014,Sofia Gómez 
A003,Agrícolas,7/3/2021,5,16.99,84.95, CL0002,Ana Rodríguez 
A001,Enlatados,16/03/2021,3,12.99,38.97, CL0018,Paula Martínez 
A001,Enlatados,15/03/2021,5,12.99,64.95, CL0009,Luis Díaz 
A002,Lácteos,27/03/2021,5,15.99,79.95, CL0014,Sofia Gómez 
A003,Agrícolas,16/03/2021,5,16.99,84.95, CL0002,Ana Rodríguez 
A006,Orgánicos,2/3/2021,3,9.99,29.97, CL0010,Cristina Fernández 
A002,Lácteos,25/03/2021,8,15.99,127.92, CL0013,Alejandro Ruiz 
A007,Embutidos,17/03/2021,7,10.99,76.93, CL0004,María García 
A006,Orgánicos,3/3/2021,4,9.99,39.96, CL0013,Alejandro Ruiz 
A004,Hogar,28/03/2021,7,8.99,62.93, CL0011,Daniel Ramírez 
A002,Lácteos,19/03/2021,6,15.99,95.94, CL0018,Paula Martínez 
A007,Embutidos,22/03/2021,7,10.99,76.93, CL0006,Laura González 
A005,Panadería,24/03/2021,8,7.99,63.92, CL0001,José Martínez 
A001,Enlatados,14/03/2021,7,12.99,90.93, CL0010,Cristina Fernández 
A006,Orgánicos,12/3/2021,5,9.99,49.95, CL0017,Diego Flores 
A004,Hogar,13/03/2021,7,8.99,62.93, CL0003,Juan López 
A002,Lácteos,11/3/2021,4,15.99,63.96, CL0006,Laura González 
A005,Panadería,26/03/2021,7,7.99,55.93, CL0007,Francisco Sánchez 
A001,Enlatados,29/03/2021,8,12.99,103.92, CL0015,Antonio Vázquez 
A002,Lácteos,10/3/2021,3,15.99,47.97, CL0017,Diego Flores 
A005,Panadería,18/03/2021,8,7.99,63.92, CL0006,Laura González 
A001,Enlatados,16/03/2021,7,12.99,90.93, CL0009,Luis Díaz 
A002,Lácteos,11/3/2021,4,15.99,63.96, CL0011,Daniel Ramírez 
A005,Panadería,13/03/2021,3,7.99,23.97, CL0001,José Martínez 
A001,Enlatados,20/03/2021,3,12.99,38.97, CL0015,Antonio Vázquez 
A006,Orgánicos,14/03/2021,6,9.99,59.94, CL0006,Laura González 
A001,Enlatados,12/3/2021,4,12.99,51.96, CL0015,Antonio Vázquez 
A002,Lácteos,20/03/2021,3,15.99,47.97, CL0014,Sofia Gómez 
A007,Embutidos,22/03/2021,4,10.99,43.96, CL0004,María García 
A004,Hogar,16/03/2021,7,8.99,62.93, CL0019,Miguel Ángel Reyes 
A005,Panadería,2/3/2021,6,7.99,47.94, CL0008,Patricia Hernández 
A006,Orgánicos,16/03/2021,5,9.99,49.95, CL0007,Francisco Sánchez 
A003,Agrícolas,21/03/2021,5,16.99,84.95, CL0014,Sofia Gómez 
A004,Hogar,29/03/2021,5,8.99,44.95, CL0014,Sofia Gómez 
A007,Embutidos,17/03/2021,7,10.99,76.93, CL0006,Laura González 
A005,Panadería,21/03/2021,7,7.99,55.93, CL0008,Patricia Hernández 
A006,Orgánicos,16/03/2021,7,9.99,69.93, CL0018,Paula Martínez 
A004,Hogar,4/3/2021,3,8.99,26.97, CL0013,Alejandro Ruiz 
A003,Agrícolas,19/03/2021,3,16.99,50.97, CL0013,Alejandro Ruiz 
A004,Hogar,7/3/2021,4,8.99,35.96, CL0008,Patricia Hernández 
A002,Lácteos,22/03/2021,5,15.99,79.95, CL0009,Luis Díaz 
A007,Embutidos,1/3/2021,6,10.99,65.94, CL0020,Adriana Morales 
A006,Orgánicos,17/03/2021,6,9.99,59.94, CL0010,Cristina Fernández 
A007,Embutidos,4/3/2021,3,10.99,32.97, CL0014,Sofia Gómez 
A006,Orgánicos,12/3/2021,3,9.99,29.97, CL0018,Paula Martínez 
A004,Hogar,3/3/2021,8,8.99,71.92, CL0010,Cristina Fernández 
A003,Agrícolas,16/03/2021,3,16.99,50.97, CL0020,Adriana Morales 
A001,Enlatados,27/03/2021,8,12.99,103.92, CL0020,Adriana Morales 
A006,Orgánicos,6/3/2021,4,9.99,39.96, CL0017,Diego Flores 
A003,Agrícolas,16/03/2021,5,16.99,84.95, CL0003,Juan López 
A005,Panadería,12/3/2021,8,7.99,63.92, CL0010,Cristina Fernández 
A003,Agrícolas,17/03/2021,7,16.99,118.93, CL0010,Cristina Fernández 
A001,Enlatados,8/3/2021,5,12.99,64.95, CL0002,Ana Rodríguez 
A007,Embutidos,16/03/2021,8,10.99,87.92, CL0015,Antonio Vázquez 
A005,Panadería,11/3/2021,4,7.99,31.96, CL0019,Miguel Ángel Reyes 
A002,Lácteos,25/03/2021,4,15.99,63.96, CL0019,Miguel Ángel Reyes 
A003,Agrícolas,20/03/2021,4,16.99,67.96, CL0007,Francisco Sánchez 
A001,Enlatados,8/3/2021,7,12.99,90.93, CL0001,José Martínez 
A002,Lácteos,27/03/2021,3,15.99,47.97, CL0020,Adriana Morales 
A007,Embutidos,8/3/2021,8,10.99,87.92, CL0008,Patricia Hernández 
A005,Panadería,4/3/2021,6,7.99,47.94, CL0009,Luis Díaz 
A001,Enlatados,19/03/2021,7,12.99,90.93, CL0005,Carlos Pérez 
A002,Lácteos,19/03/2021,6,15.99,95.94, CL0007,Francisco Sánchez 
A005,Panadería,23/03/2021,4,7.99,31.96, CL0016,Valeria Castro 
A001,Enlatados,23/03/2021,8,12.99,103.92, CL0020,Adriana Morales 
A002,Lácteos,13/03/2021,5,15.99,79.95, CL0017,Diego Flores 
A001,Enlatados,7/3/2021,5,12.99,64.95, CL0008,Patricia Hernández 
A006,Orgánicos,19/03/2021,7,9.99,69.93, CL0016,Valeria Castro 
A003,Agrícolas,7/3/2021,4,16.99,67.96, CL0015,Antonio Vázquez 
A003,Agrícolas,14/03/2021,8,16.99,135.92, CL0012,Gabriela Torres 
A006,Orgánicos,17/03/2021,7,9.99,69.93, CL0001,José Martínez 
A007,Embutidos,24/03/2021,6,10.99,65.94, CL0004,María García 
A005,Panadería,24/03/2021,8,7.99,63.92, CL0015,Antonio Vázquez 
A006,Orgánicos,5/3/2021,4,9.99,39.96, CL0018,Paula Martínez 
A007,Embutidos,2/3/2021,5,10.99,54.95, CL0012,Gabriela Torres 
A005,Panadería,30/03/2021,5,7.99,39.95, CL0015,Antonio Vázquez 
A004,Hogar,21/03/2021,6,8.99,53.94, CL0016,Valeria Castro 
A007,Embutidos,24/03/2021,6,10.99,65.94, CL0002,Ana Rodríguez 
A003,Agrícolas,30/03/2021,8,16.99,135.92, CL0006,Laura González 
A006,Orgánicos,8/3/2021,7,9.99,69.93, CL0009,Luis Díaz 
A002,Lácteos,2/3/2021,4,15.99,63.96, CL0020,Adriana Morales 
A007,Embutidos,27/03/2021,5,10.99,54.95, CL0009,Luis Díaz 
A003,Agrícolas,14/03/2021,7,16.99,118.93, CL0003,Juan López 
A001,Enlatados,30/03/2021,5,12.99,64.95, CL0006,Laura González 
A004,Hogar,22/03/2021,8,8.99,71.92, CL0007,Francisco Sánchez 
A007,Embutidos,4/3/2021,8,10.99,87.92, CL0009,Luis Díaz 
A005,Panadería,27/03/2021,3,7.99,23.97, CL0016,Valeria Castro 
A003,Agrícolas,11/3/2021,4,16.99,67.96, CL0011,Daniel Ramírez 
A002,Lácteos,18/03/2021,4,15.99,63.96, CL0018,Paula Martínez 
A005,Panadería,2/3/2021,5,7.99,39.95, CL0002,Ana Rodríguez 
A002,Lácteos,4/3/2021,3,15.99,47.97, CL0012,Gabriela Torres 
A007,Embutidos,25/03/2021,4,10.99,43.96, CL0018,Paula Martínez 
A005,Panadería,29/03/2021,6,7.99,47.94, CL0008,Patricia Hernández 
A003,Agrícolas,23/03/2021,8,16.99,135.92, CL0007,Francisco Sánchez 
A002,Lácteos,4/3/2021,5,15.99,79.95, CL0013,Alejandro Ruiz 
A007,Embutidos,8/3/2021,6,10.99,65.94, CL0001,José Martínez 
A002,Lácteos,27/03/2021,7,15.99,111.93, CL0005,Carlos Pérez 
A007,Embutidos,12/3/2021,5,10.99,54.95, CL0007,Francisco Sánchez 
A003,Agrícolas,11/3/2021,4,16.99,67.96, CL0008,Patricia Hernández 
A001,Enlatados,6/3/2021,4,12.99,51.96, CL0010,Cristina Fernández 
A007,Embutidos,5/3/2021,3,10.99,32.97, CL0007,Francisco Sánchez 
A006,Orgánicos,24/03/2021,8,9.99,79.92, CL0005,Carlos Pérez 
A004,Hogar,3/3/2021,6,8.99,53.94, CL0018,Paula Martínez 
A007,Embutidos,10/3/2021,6,10.99,65.94, CL0009,Luis Díaz 
A005,Panadería,9/3/2021,6,7.99,47.94, CL0002,Ana Rodríguez 
A003,Agrícolas,10/3/2021,3,16.99,50.97, CL0012,Gabriela Torres 
A006,Orgánicos,6/3/2021,4,9.99,39.96, CL0013,Alejandro Ruiz 
A005,Panadería,8/3/2021,3,7.99,23.97, CL0008,Patricia Hernández 
A005,Panadería,5/3/2019,4,7.99,31.96, CL0015,Antonio Vázquez 
A003,Agrícolas,13/03/2019,3,16.99,50.97, CL0010,Cristina Fernández 
A006,Orgánicos,20/03/2019,7,9.99,69.93, CL0011,Daniel Ramírez 
A003,Agrícolas,1/3/2019,7,16.99,118.93, CL0010,Cristina Fernández 
A003,Agrícolas,12/3/2019,7,16.99,118.93, CL0002,Ana Rodríguez 
A004,Hogar,24/03/2019,4,8.99,35.96, CL0004,María García 
A002,Lácteos,19/03/2019,6,15.99,95.94, CL0010,Cristina Fernández 
A006,Orgánicos,14/03/2019,4,9.99,39.96, CL0013,Alejandro Ruiz 
A002,Lácteos,27/03/2019,8,15.99,127.92, CL0011,Daniel Ramírez 
A003,Agrícolas,5/3/2019,8,16.99,135.92, CL0001,José Martínez 
A006,Orgánicos,8/3/2019,7,9.99,69.93, CL0017,Diego Flores 
A004,Hogar,14/03/2019,8,8.99,71.92, CL0014,Sofia Gómez 
A007,Embutidos,2/3/2019,8,10.99,87.92, CL0002,Ana Rodríguez 
A001,Enlatados,11/3/2019,6,12.99,77.94, CL0016,Valeria Castro 
A004,Hogar,14/03/2019,6,8.99,53.94, CL0013,Alejandro Ruiz 
A005,Panadería,16/03/2019,5,7.99,39.95, CL0002,Ana Rodríguez 
A003,Agrícolas,9/3/2019,5,16.99,84.95, CL0020,Adriana Morales 
A007,Embutidos,9/3/2019,3,10.99,32.97, CL0017,Diego Flores 
A005,Panadería,23/03/2019,7,7.99,55.93, CL0020,Adriana Morales 
A001,Enlatados,1/3/2019,8,12.99,103.92, CL0016,Valeria Castro 
A007,Embutidos,13/03/2019,5,10.99,54.95, CL0019,Miguel Ángel Reyes 
A005,Panadería,28/03/2019,6,7.99,47.94, CL0012,Gabriela Torres 
A002,Lácteos,15/03/2019,5,15.99,79.95, CL0003,Juan López 
A003,Agrícolas,1/3/2019,3,16.99,50.97, CL0013,Alejandro Ruiz 
A003,Agrícolas,29/03/2019,8,16.99,135.92, CL0016,Valeria Castro 
A004,Hogar,13/03/2019,7,8.99,62.93, CL0004,María García 
A001,Enlatados,15/03/2019,6,12.99,77.94, CL0011,Daniel Ramírez 
A007,Embutidos,11/3/2019,6,10.99,65.94, CL0006,Laura González 
A005,Panadería,7/3/2019,3,7.99,23.97, CL0020,Adriana Morales 
A003,Agrícolas,9/3/2019,4,16.99,67.96, CL0005,Carlos Pérez 
A004,Hogar,30/03/2019,6,8.99,53.94, CL0009,Luis Díaz 
A004,Hogar,12/3/2019,4,8.99,35.96, CL0006,Laura González 
A005,Panadería,8/3/2019,4,7.99,31.96, CL0003,Juan López 
A005,Panadería,25/03/2019,8,7.99,63.92, CL0005,Carlos Pérez 
A003,Agrícolas,6/3/2019,3,16.99,50.97, CL0004,María García 
A004,Hogar,12/3/2019,6,8.99,53.94, CL0009,Luis Díaz 
A007,Embutidos,9/3/2019,4,10.99,43.96, CL0003,Juan López 
A001,Enlatados,23/03/2019,8,12.99,103.92, CL0006,Laura González 
A007,Embutidos,3/3/2019,4,10.99,43.96, CL0005,Carlos Pérez 
A002,Lácteos,12/3/2019,8,15.99,127.92, CL0011,Daniel Ramírez 
A003,Agrícolas,23/03/2019,8,16.99,135.92, CL0009,Luis Díaz 
A001,Enlatados,16/03/2019,5,12.99,64.95, CL0018,Paula Martínez 
A005,Panadería,3/3/2019,5,7.99,39.95, CL0006,Laura González 
A001,Enlatados,19/03/2019,6,12.99,77.94, CL0006,Laura González 
A005,Panadería,11/3/2019,8,7.99,63.92, CL0010,Cristina Fernández 
A006,Orgánicos,2/3/2019,5,9.99,49.95, CL0011,Daniel Ramírez 
A007,Embutidos,6/3/2019,3,10.99,32.97, CL0012,Gabriela Torres 
A006,Orgánicos,3/3/2019,3,9.99,29.97, CL0017,Diego Flores 
A005,Panadería,9/3/2019,6,7.99,47.94, CL0018,Paula Martínez 
A003,Agrícolas,9/3/2019,7,16.99,118.93, CL0018,Paula Martínez 
A001,Enlatados,26/03/2019,6,12.99,77.94, CL0018,Paula Martínez 
A006,Orgánicos,25/03/2019,8,9.99,79.92, CL0005,Carlos Pérez 
A004,Hogar,12/3/2019,8,8.99,71.92, CL0005,Carlos Pérez 
A002,Lácteos,2/3/2019,6,15.99,95.94, CL0007,Francisco Sánchez 
A006,Orgánicos,16/03/2019,6,9.99,59.94, CL0015,Antonio Vázquez 
A001,Enlatados,18/03/2019,4,12.99,51.96, CL0007,Francisco Sánchez 
A006,Orgánicos,25/03/2019,6,9.99,59.94, CL0012,Gabriela Torres 
A006,Orgánicos,2/3/2019,4,9.99,39.96, CL0014,Sofia Gómez 
A004,Hogar,28/03/2019,6,8.99,53.94, CL0008,Patricia Hernández 
A007,Embutidos,6/3/2019,5,10.99,54.95, CL0020,Adriana Morales 
A006,Orgánicos,12/3/2019,3,9.99,29.97, CL0010,Cristina Fernández 
A004,Hogar,11/3/2019,5,8.99,44.95, CL0002,Ana Rodríguez 
A007,Embutidos,17/03/2019,3,10.99,32.97, CL0005,Carlos Pérez 
A003,Agrícolas,27/03/2019,7,16.99,118.93, CL0003,Juan López 
A006,Orgánicos,22/03/2019,7,9.99,69.93, CL0004,María García 
A004,Hogar,18/03/2019,7,8.99,62.93, CL0013,Alejandro Ruiz 
A002,Lácteos,24/03/2019,3,15.99,47.97, CL0014,Sofia Gómez 
A003,Agrícolas,13/03/2019,4,16.99,67.96, CL0018,Paula Martínez 
A002,Lácteos,4/3/2019,4,15.99,63.96, CL0002,Ana Rodríguez 
A006,Orgánicos,5/3/2019,8,9.99,79.92, CL0015,Antonio Vázquez 
A007,Embutidos,25/03/2019,7,10.99,76.93, CL0004,María García 
A007,Embutidos,8/3/2019,8,10.99,87.92, CL0003,Juan López 
A005,Panadería,9/3/2019,3,7.99,23.97, CL0008,Patricia Hernández 
A001,Enlatados,6/3/2019,8,12.99,103.92, CL0003,Juan López 
A006,Orgánicos,19/03/2019,6,9.99,59.94, CL0014,Sofia Gómez 
A004,Hogar,7/3/2019,4,8.99,35.96, CL0006,Laura González 
A002,Lácteos,23/03/2019,5,15.99,79.95, CL0011,Daniel Ramírez 
A005,Panadería,30/03/2019,6,7.99,47.94, CL0017,Diego Flores 
A003,Agrícolas,10/3/2019,6,16.99,101.94, CL0015,Antonio Vázquez 
A004,Hogar,9/3/2019,4,8.99,35.96, CL0007,Francisco Sánchez 
A006,Orgánicos,19/03/2019,6,9.99,59.94, CL0009,Luis Díaz 
A002,Lácteos,11/3/2019,7,15.99,111.93, CL0012,Gabriela Torres 
A003,Agrícolas,23/03/2019,7,16.99,118.93, CL0011,Daniel Ramírez 
A001,Enlatados,21/03/2019,3,12.99,38.97, CL0004,María García 
A001,Enlatados,2/3/2019,5,12.99,64.95, CL0019,Miguel Ángel Reyes 
A001,Enlatados,6/3/2019,6,12.99,77.94, CL0010,Cristina Fernández 
A003,Agrícolas,30/03/2019,6,16.99,101.94, CL0003,Juan López 
A004,Hogar,28/03/2019,3,8.99,26.97, CL0017,Diego Flores 
A003,Agrícolas,18/03/2019,7,16.99,118.93, CL0010,Cristina Fernández 
A005,Panadería,19/03/2019,6,7.99,47.94, CL0007,Francisco Sánchez 
A007,Embutidos,30/03/2020,4,10.99,43.96, CL0003,Juan López 
A005,Panadería,14/03/2020,7,7.99,55.93, CL0016,Valeria Castro 
A004,Hogar,5/3/2020,5,8.99,44.95, CL0017,Diego Flores 
A002,Lácteos,2/3/2020,8,15.99,127.92, CL0006,Laura González 
A005,Panadería,20/03/2020,7,7.99,55.93, CL0010,Cristina Fernández 
A004,Hogar,12/3/2020,7,8.99,62.93, CL0007,Francisco Sánchez 
A003,Agrícolas,17/03/2020,6,16.99,101.94, CL0015,Antonio Vázquez 
A006,Orgánicos,28/03/2020,8,9.99,79.92, CL0007,Francisco Sánchez 
A004,Hogar,12/3/2020,3,8.99,26.97, CL0007,Francisco Sánchez 
A005,Panadería,22/03/2020,5,7.99,39.95, CL0018,Paula Martínez 
A001,Enlatados,16/03/2020,8,12.99,103.92, CL0007,Francisco Sánchez 
A006,Orgánicos,12/3/2020,4,9.99,39.96, CL0014,Sofia Gómez 
A005,Panadería,24/03/2020,6,7.99,47.94, CL0006,Laura González 
A002,Lácteos,13/03/2020,8,15.99,127.92, CL0016,Valeria Castro 
A003,Agrícolas,24/03/2020,5,16.99,84.95, CL0002,Ana Rodríguez 
A004,Hogar,29/03/2020,6,8.99,53.94, CL0010,Cristina Fernández 
A005,Panadería,13/03/2020,7,7.99,55.93, CL0005,Carlos Pérez 
A003,Agrícolas,17/03/2020,8,16.99,135.92, CL0012,Gabriela Torres 
A006,Orgánicos,28/03/2020,5,9.99,49.95, CL0019,Miguel Ángel Reyes 
A002,Lácteos,1/3/2020,6,15.99,95.94, CL0012,Gabriela Torres 
A007,Embutidos,6/3/2020,4,10.99,43.96, CL0007,Francisco Sánchez 
A005,Panadería,10/3/2020,5,7.99,39.95, CL0004,María García 
A003,Agrícolas,30/03/2020,4,16.99,67.96, CL0011,Daniel Ramírez 
A007,Embutidos,22/03/2020,7,10.99,76.93, CL0015,Antonio Vázquez 
A007,Embutidos,24/03/2020,8,10.99,87.92, CL0015,Antonio Vázquez 
A003,Agrícolas,11/3/2020,8,16.99,135.92, CL0017,Diego Flores 
A006,Orgánicos,15/03/2020,8,9.99,79.92, CL0015,Antonio Vázquez 
A007,Embutidos,25/03/2020,3,10.99,32.97, CL0013,Alejandro Ruiz 
A006,Orgánicos,20/03/2020,6,9.99,59.94, CL0016,Valeria Castro 
A003,Agrícolas,5/3/2020,6,16.99,101.94, CL0020,Adriana Morales 
A004,Hogar,22/03/2020,7,8.99,62.93, CL0008,Patricia Hernández 
A003,Agrícolas,16/03/2020,6,16.99,101.94, CL0006,Laura González 
A001,Enlatados,11/3/2020,5,12.99,64.95, CL0009,Luis Díaz 
A005,Panadería,15/03/2020,6,7.99,47.94, CL0015,Antonio Vázquez 
A001,Enlatados,24/03/2020,4,12.99,51.96, CL0007,Francisco Sánchez 
A001,Enlatados,1/3/2020,5,12.99,64.95, CL0010,Cristina Fernández 
A004,Hogar,27/03/2020,5,8.99,44.95, CL0018,Paula Martínez 
A006,Orgánicos,17/03/2020,5,9.99,49.95, CL0008,Patricia Hernández 
A002,Lácteos,7/3/2020,3,15.99,47.97, CL0003,Juan López 
A003,Agrícolas,23/03/2020,8,16.99,135.92, CL0001,José Martínez 
A001,Enlatados,11/3/2020,3,12.99,38.97, CL0005,Carlos Pérez 
A005,Panadería,8/3/2020,3,7.99,23.97, CL0013,Alejandro Ruiz 
A003,Agrícolas,11/3/2020,4,16.99,67.96, CL0015,Antonio Vázquez 
A006,Orgánicos,5/3/2020,5,9.99,49.95, CL0003,Juan López 
A002,Lácteos,24/03/2020,3,15.99,47.97, CL0006,Laura González 
A006,Orgánicos,29/03/2020,3,9.99,29.97, CL0013,Alejandro Ruiz 
A002,Lácteos,9/3/2020,5,15.99,79.95, CL0018,Paula Martínez 
A007,Embutidos,21/03/2020,7,10.99,76.93, CL0003,Juan López 
A003,Agrícolas,24/03/2020,7,16.99,118.93, CL0018,Paula Martínez 
A001,Enlatados,9/3/2020,8,12.99,103.92, CL0018,Paula Martínez 
A004,Hogar,18/03/2020,6,8.99,53.94, CL0016,Valeria Castro 
A005,Panadería,24/03/2020,4,7.99,31.96, CL0009,Luis Díaz 
A003,Agrícolas,23/03/2020,5,16.99,84.95, CL0004,María García 
A006,Orgánicos,19/03/2020,5,9.99,49.95, CL0011,Daniel Ramírez 
A001,Enlatados,21/03/2020,6,12.99,77.94, CL0005,Carlos Pérez 
A004,Hogar,7/3/2020,7,8.99,62.93, CL0002,Ana Rodríguez 
A007,Embutidos,19/03/2020,5,10.99,54.95, CL0016,Valeria Castro 
A003,Agrícolas,6/3/2020,7,16.99,118.93, CL0003,Juan López 
A001,Enlatados,14/03/2020,6,12.99,77.94, CL0005,Carlos Pérez 
A004,Hogar,10/3/2020,8,8.99,71.92, CL0010,Cristina Fernández 
A002,Lácteos,24/03/2020,8,15.99,127.92, CL0014,Sofia Gómez 
A001,Enlatados,7/3/2020,5,12.99,64.95, CL0006,Laura González 
A007,Embutidos,13/03/2020,5,10.99,54.95, CL0003,Juan López 
A006,Orgánicos,3/3/2020,5,9.99,49.95, CL0018,Paula Martínez 
A007,Embutidos,21/03/2020,3,10.99,32.97, CL0006,Laura González 
A005,Panadería,18/03/2020,3,7.99,23.97, CL0016,Valeria Castro 
A001,Enlatados,25/03/2020,3,12.99,38.97, CL0004,María García 
A004,Hogar,6/3/2020,8,8.99,71.92, CL0013,Alejandro Ruiz 
A007,Embutidos,20/03/2020,3,10.99,32.97, CL0016,Valeria Castro 
A001,Enlatados,23/03/2020,5,12.99,64.95, CL0003,Juan López 
A006,Orgánicos,4/3/2020,5,9.99,49.95, CL0010,Cristina Fernández 
A003,Agrícolas,24/03/2020,7,16.99,118.93, CL0003,Juan López 
A007,Embutidos,13/03/2020,3,10.99,32.97, CL0001,José Martínez 
A003,Agrícolas,13/03/2020,6,16.99,101.94, CL0006,Laura González 
A001,Enlatados,23/03/2020,6,12.99,77.94, CL0006,Laura González 
A004,Hogar,1/3/2020,3,8.99,26.97, CL0020,Adriana Morales 
A002,Lácteos,28/03/2020,4,15.99,63.96, CL0013,Alejandro Ruiz 
A001,Enlatados,6/3/2020,8,12.99,103.92, CL0011,Daniel Ramírez 
A004,Hogar,22/03/2020,5,8.99,44.95, CL0006,Laura González 
A003,Agrícolas,11/3/2020,4,16.99,67.96, CL0012,Gabriela Torres 
A004,Hogar,29/03/2020,6,8.99,53.94, CL0019,Miguel Ángel Reyes 
A007,Embutidos,16/03/2020,8,10.99,87.92, CL0009,Luis Díaz 
A005,Panadería,7/3/2020,7,7.99,55.93, CL0007,Francisco Sánchez 
A003,Agrícolas,2/3/2020,6,16.99,101.94, CL0008,Patricia Hernández 
A004,Hogar,29/03/2020,5,8.99,44.95, CL0010,Cristina Fernández 
A001,Enlatados,13/03/2020,6,12.99,77.94, CL0017,Diego Flores 
A006,Orgánicos,13/03/2020,6,9.99,59.94, CL0010,Cristina Fernández 
A001,Enlatados,15/03/2020,7,12.99,90.93, CL0013,Alejandro Ruiz 
A006,Orgánicos,28/03/2020,8,9.99,79.92, CL0010,Cristina Fernández 
A001,Enlatados,25/03/2020,8,12.99,103.92, CL0001,José Martínez 
A006,Orgánicos,15/03/2020,8,9.99,79.92, CL0007,Francisco Sánchez 
A002,Lácteos,7/3/2020,6,15.99,95.94, CL0013,Alejandro Ruiz 
A005,Panadería,5/3/2020,6,7.99,47.94, CL0018,Paula Martínez 
A004,Hogar,17/03/2020,4,8.99,35.96, CL0005,Carlos Pérez 
A002,Lácteos,6/3/2020,4,15.99,63.96, CL0008,Patricia Hernández 
